gene	logFC
IFNB1	0.102021523
RRAD	-0.180526505
ELK3	0.111949176
C1QTNF4	-0.155106248
RESP18	-0.080104256
UGT2A3	0.09162893
VGLL4	-0.063916106
CYP2C8	0.067456652
PTGDR2	0.1480709
ACSL3	0.082780712
C2orf27A	0.129004723
C17orf64	-0.128979739
ZNF483	0.195068999
SLC10A5	0.113936685
RPS11	-0.052009888
KREMEN1	-0.083844414
LOC256483	0.079796694
TDRG1	0.062566645
LOC100130442	-0.090988045
COL3A1	-0.060401543
PHACTR1	0.062149323
GALR2	0.102704655
MBL2	0.089017642
TRIML2	-0.057084107
CREG2	0.160198035
LOC100129794	0.074101909
PCBP1	0.049524834
COBL	-0.071885363
WDR4	-0.096926286
GTF2A2	-0.05096196
ZDHHC16	0.064061512
LOC388456	-0.081774282
DBF4B	0.101914607
C4orf52	0.058334717
ZNF479	-0.148080677
LOC440031	0.072775368
VIP	0.118345819
RIN1	0.05900518
MTRF1	-0.065978403
HAR1B	0.201996611
APP	0.089655068
SCAND3	0.102054764
EPGN	0.131153069
OR2J2	-0.054536177
RPL36	0.047178851
PSMG1	-0.048713686
FLJ14107	0.109835237
SNORD9	0.107615155
LOC284669	-0.095617859
IL23R	0.11519146
WFDC9	0.114762889
GPR148	-0.055400876
ELOVL4	0.058432286
LOC100128787	0.122669757
DOM3Z	-0.072023259
FLJ16734	0.072165485
HTR2C	0.065552137
LOC90784	-0.075732458
KRTAP21-1	-0.099813806
OR1K1	0.119210075
DAZ2	0.117001049
SEMA6A	-0.098246723
PSMD14	-0.047243296
CLN3	-0.083836801
MAT1A	0.132282428
ELF3	-0.164842102
C4BPB	0.122889685
ADSSL1	0.117645709
TPRKB	-0.053206139
SNORA77	0.095868465
LONRF2	0.07814973
C1orf151-NBL1	-0.143051361
TNAP	0.126957593
ARL2BP	-0.056106626
DLG2	-0.093032455
KRTAP25-1	0.094188953
KLHDC7A	0.099365178
VCAM1	0.168745047
ECHDC3	0.089741689
LOC143286	0.100475705
NRSN1	-0.106847635
WDR41	0.055383312
NFIL3	0.073153424
ZNF544	0.093653395
CXCL3	0.132045606
MUM1L1	0.063239229
LOC100133050	-0.082493812
BAG5	-0.044559794
FAM134A	-0.068405074
SDHB	0.048846447
AGXT	0.113055331
DCAF12	-0.080620232
KIAA0232	-0.060303105
PTPRT	0.06457218
LOC285548	0.090235811
HYAL2	0.052033519
CTDP1	-0.064773632
GLIS3	0.122649932
ARPC1B	-0.071419584
IGSF5	-0.060491929
PCSK7	-0.084307865
NDUFB9	-0.03817193
RIMS1	-0.09852864
C4orf47	-0.164679868
LOC100129119	-0.121785956
ST8SIA2	-0.071000269
ZBTB7B	-0.072899073
RPS14	-0.047282993
KIF21B	-0.083639293
C10orf57	-0.102895456
LOC100130078	0.095502239
CCND1	0.126522313
ATP11C	-0.090611312
SCN7A	0.130402176
PPP1R3C	-0.109367977
PCDH8	0.111852898
HPRT1	0.047964278
ACADM	0.09279402
EGLN2	0.064351144
SIAH3	0.035871718
TM4SF5	-0.102924519
RPS3	-0.055503522
COL2A1	0.105399798
TTN	-0.135485595
LOC100129380	0.097445055
C22orf15	0.088846761
RPAP2	-0.061676755
C1orf87	-0.141866184
PRAMEF10	-0.050614544
BOLA1	0.063874139
FLJ45983	0.08816378
TMEM205	0.042789558
C9orf142	-0.062302258
C7orf30	-0.033309544
LOC145694	-0.09593747
P2RY6	0.099698816
AKT2	0.087616171
PIP5K1A	0.079969476
C6orf123	0.092786306
PTH2R	-0.094491514
KIAA2013	-0.041541251
RPL35A	-0.07706177
TAF9	-0.047804494
LOC613126	0.047600814
C20orf26	-0.160817781
DYRK1B	-0.065472683
PRPS1L1	0.079711914
ELMOD1	-0.074429839
NPPA	0.067003312
NFKBIB	0.083516167
MRM1	-0.05957885
SNRNP70	-0.066493844
U2AF1	-0.041842934
ECM2	0.085996642
TXNDC17	-0.079439972
LOC728178	-0.125451459
LOC100127946	-0.092239743
GLYAT	0.132204074
RBBP8	-0.075965513
TSGA13	0.129448562
PCDHA12	-0.065359895
PIGQ	-0.068625351
MSTN	-0.07724448
DEFB103B	0.094101405
ARHGEF12	-0.065029491
ROCK2	-0.125134296
SYNRG	-0.095110265
C8orf85	0.076009473
MFSD11	-0.040767372
CTSC	-0.057368294
ANKRD22	0.143692886
LGALS4	-0.104623318
RNF123	-0.070329524
SH2D4A	0.14064885
CPT1C	0.101699185
C16orf90	-0.095662193
LOC284757	0.105958199
PITRM1	0.052675065
DEFB131	0.153048433
GIPC3	0.108926159
UROC1	0.114823745
LRRC30	0.116134038
STRC	0.10452118
TGFB2	0.086525624
TTTY13	-0.090362647
C7orf60	-0.126923155
KRT40	0.09207319
ZNF408	-0.094836574
CHRDL2	0.094000187
ICAM5	-0.091987516
C20orf165	0.096627701
EGF	-0.076922021
CAB39	-0.065518037
RFWD3	-0.06618392
LOC100132790	0.098836622
C1orf52	0.062129133
KCNH8	0.055199766
CECR2	0.081482712
ARL6IP4	-0.037875591
FLJ43903	0.06440724
TEX12	0.105069788
C9orf80	-0.054754643
VWCE	0.117282553
KRTAP21-2	0.071626808
C15orf5	0.164735694
POM121L9P	0.044483206
GPR112	0.119543324
AGTRAP	0.071054094
HTR1E	-0.116756678
GNGT1	-0.051957691
KRTAP3-3	0.13116232
PRPF8	-0.056082018
LRP2BP	0.105195185
SYT10	-0.133413227
SELS	-0.053209948
LOC286154	-0.082981129
DCTN5	-0.073762077
H1FX	0.077747569
CD320	0.068710365
LOC347411	0.084574369
TMC4	-0.10485706
FAM175B	-0.070367691
PRO2852	-0.127194318
ASRGL1	-0.065971145
LEPRE1	0.059502413
TNFRSF19	0.122194585
MEIG1	-0.119136377
RGS3	0.085907102
CDC26	-0.0479541
DMRTC1	0.062547476
DEFB110	0.090494397
SUPT5H	0.043748419
HIAT1	-0.047230419
PKD1L2	0.099239984
CARD8	-0.065291913
ORAI3	0.066261759
FLJ21408	-0.14814541
MCM10	0.115765727
UBR5	0.088830591
SPATA4	0.163044433
FKBP1B	-0.09266507
LOC646736	0.059313363
VPS26B	0.071029085
GJA4	0.091981553
MPP1	0.053861684
KCNB1	0.139477766
NFASC	-0.10596451
LOC644841	0.040822118
OR4C3	0.12991492
COL14A1	-0.11586341
IDE	0.067327579
DBN1	-0.135428034
OVCA2	0.04498443
ZNF607	0.05749596
TMPPE	-0.094299235
DPY19L2P2	0.113699836
GPR153	-0.122350343
ZNF10	0.123734165
NEK11	-0.089115146
THNSL2	-0.166023797
PKNOX2	0.053377997
TMEM222	0.048688589
LYPLA2	-0.04084616
RCE1	-0.075196955
SPARCL1	-0.077033959
PTGFR	0.120030207
MBD3L1	0.08815269
PTEN	0.052607703
C10orf27	0.111384689
DCLK1	0.125584177
SLC25A3	-0.041024366
NCKIPSD	-0.092037114
STAMBPL1	0.162565683
DALRD3	-0.051958756
CRYGC	0.1153466
AARS	-0.086399613
PCDH10	0.128919072
LCP2	0.0586254
PCK1	0.112976792
OR14J1	0.091524928
DSPP	0.136318998
GAB3	-0.072307818
DHRS7	-0.043404286
CCL15	-0.088516097
PHF14	0.057885011
BRMS1	0.053142118
ONECUT3	0.105019376
PTER	-0.159800873
FBXL18	-0.078028523
IPO7	-0.081806039
FAM63A	0.05779252
TMEM59L	0.117340822
APC2	0.073341485
PCDHGB7	-0.106746662
PPP1R7	-0.03435425
ADH7	0.145235607
FBXO32	-0.073526237
MOG	-0.081967626
DNAH3	-0.098009802
FLJ27502	-0.044105134
OR4D6	0.105016419
NMD3	0.130016476
TM9SF2	0.056736943
METTL12	0.072327189
LOC642980	0.100721936
RUVBL2	0.061616938
LOC401480	0.082637828
C5orf30	-0.102252971
HAND1	0.125570561
C1orf94	-0.079626962
ZNF41	-0.097349184
COL6A3	0.085815293
SLC25A27	0.099771578
TAS2R14	-0.113526527
NOTCH4	0.088175074
DUS4L	-0.101401568
HMCN1	0.094420766
PPP2R2C	-0.072858837
PRSS16	0.093396802
STATH	-0.062100828
UCKL1	0.088655404
LRFN1	0.145263944
SFPQ	-0.047690835
SEPX1	0.046193733
C19orf10	-0.041197972
LOC643988	0.079055
FAM155B	0.120167355
GTF2F1	-0.03993612
EDA	-0.094262215
LOC400084	0.071213584
VPS33A	0.028724733
IAH1	0.076919218
CLEC2B	-0.10223961
IFRD1	0.064722248
PRKAR2B	0.077846754
FAM81A	0.076569699
PTCHD2	0.084382189
ZFPL1	-0.078213499
CYP20A1	-0.061226228
PACRG	0.098870095
CCAR1	-0.061904583
UBE4B	-0.060297329
INCA1	-0.102204356
PTPRN2	-0.13779624
FBXO5	-0.092247271
RGPD1	-0.129893195
C15orf57	-0.052057014
KIAA0090	0.046643201
KRTAP9-9	0.105773906
GRM7	0.082455509
CAMSAP1	-0.09292827
LOC646471	0.118541553
DHFR	-0.078214465
HSCB	-0.058990143
LOC729175	0.109024581
MRPL53	0.056359943
DCHS1	-0.102734555
PRAC	0.099944409
NRD1	0.055550268
LMX1B	-0.116149443
DNTTIP2	-0.058791746
CCDC121	-0.092259217
HSP90AB4P	0.076902996
YTHDF2	0.037707758
MIPOL1	-0.0926191
CCDC108	-0.09230943
C22orf46	0.116816115
BTN2A1	-0.098071376
HLA-C	0.052929959
LOC100131099	-0.092715144
METAP1	-0.044368018
GLT25D2	-0.098936881
SPATA16	-0.065979572
SCNM1	-0.042532761
NMBR	0.099104662
STXBP5	0.073774195
LOC100130057	0.086867871
RP9	-0.071537662
BACH2	-0.100306259
MAGEA11	0.051837004
LIN9	-0.098112974
CXorf1	-0.09097
FAM19A1	-0.076242241
OLIG2	-0.073624972
DHRSX	-0.041893527
KRTAP4-1	0.102020903
E2F8	0.126789727
LBX1	0.092708773
STARD3NL	0.040621242
SNAP29	-0.077430604
C1QTNF9	0.103840459
MEN1	-0.08774224
TK2	-0.092359537
LOC647070	0.080725981
GPR114	0.11402319
MEIS3	-0.088513621
GSS	-0.03479543
SRGN	0.056840179
KRTAP12-1	-0.092671642
PCDHB2	0.090692831
SCPEP1	-0.060092015
ABCB1	0.165536459
C16orf71	-0.112452718
C19orf29	-0.05496651
RGL2	0.056277583
HSPB6	0.091247878
FAM126A	-0.093068734
DACH2	-0.097777939
CALU	0.080072799
ANAPC7	-0.100191727
POLR2M	0.105140049
COQ3	-0.097341557
LOC285768	0.051959686
FOXP1	-0.078530886
TMEM50B	0.065769003
OPTC	-0.101118184
TAS2R30	-0.14022466
AADAC	0.068527757
ERLIN1	-0.071477661
TTTY14	-0.075875184
PNLDC1	-0.108470455
PIK3R2	-0.044394052
MED21	-0.073946826
HNRNPR	0.044669953
PFDN5	-0.045579477
ANO4	0.09841909
ROBO4	0.102899684
PAQR5	0.099296017
CEACAM1	-0.135763961
HDHD2	-0.063369119
DYRK2	-0.062824543
FUT6	-0.062264621
C6orf203	0.055237208
TUBB2B	-0.079471761
PROKR1	0.095834197
BRP44L	-0.047003368
SGPL1	-0.053473911
POU3F2	0.117469969
C12orf70	0.087722972
LRCH1	-0.087339672
INSM2	-0.032320655
TENC1	-0.096800165
MED12L	-0.063548692
GPR21	-0.08531543
OBFC1	0.046665981
POTEA	0.091864145
GPR52	0.146875908
TXNDC11	-0.042772927
GPX6	0.111206818
CALHM1	-0.078650475
RASA3	-0.060831857
GABRG1	0.122527215
APOLD1	0.112540359
UBAP2L	0.046406859
C5orf39	-0.070079343
ACOT7	0.071428227
SSBP3	0.092178538
WWC1	0.109821136
PREP	0.042579541
TYK2	-0.098513356
MTSS1L	-0.082443232
CAP2	0.036507127
MCFD2	-0.041464702
GSTM1	-0.109364459
FEM1B	0.072346043
MOXD1	-0.0819036
NIPA2	-0.043875965
CACNG4	0.090138447
C1orf183	0.058985137
ABCA8	-0.066115969
FZD6	0.081439148
UBE2J1	-0.074585582
ZNF519	0.114830055
LOC100128792	0.053895194
MTMR11	-0.114646063
FGFR4	0.08420414
UBR2	-0.04542796
SEC61A1	0.043254077
ANXA2P1	-0.06179903
EIF4ENIF1	-0.056015886
DCAF6	0.086153514
REM1	0.067576527
C9orf85	-0.081950524
OIP5-AS1	0.062603989
KITLG	0.110558434
GPRC6A	0.108132751
KBTBD12	0.094827397
GANAB	0.049084028
LOC100128908	0.042104794
DYM	-0.039799836
PPCDC	0.110737517
CDC14C	0.068095805
STARD7	0.050062167
FASTKD1	-0.048026115
LTBR	-0.0557574
DOLPP1	0.052411365
EVI2B	-0.081057286
PGM5	0.087216612
TPD52L3	0.082801823
N4BP2	0.096499311
TMEM187	-0.069388694
LOC728208	0.08762499
PRG1	0.06409014
B3GALT2	0.092463048
C4orf48	-0.043669594
C18orf32	0.055142027
PCYT1A	0.073037806
CDK6	-0.124319439
IDH3G	0.041860325
LRRC38	0.087266484
EEF2K	0.051387637
C10orf67	-0.135317859
UBE2E3	0.057421395
ANXA3	-0.124069531
TRIAP1	0.055070147
HNRNPA2B1	-0.08025404
SLC43A3	0.085126804
HNRNPM	-0.047856598
C14orf133	0.037158353
COPG2	-0.085873534
LACTB	-0.038267157
TMCO3	-0.087862241
PRPF3	0.045994508
SCFD2	0.077785788
C6orf211	-0.062060609
C1orf88	0.132311727
LOC154761	-0.076515647
A2LD1	0.090674093
MAPK7	-0.055926802
ITPRIP	-0.048985214
PCDHA9	0.103824922
C3orf75	0.064025657
LOC440461	0.081508936
TFPT	0.04442626
GFPT2	0.075313841
PTTG3P	0.095139747
KBTBD11	0.089611716
PHF1	-0.056320906
DMRTB1	0.050820772
STRA8	-0.092035294
SLC7A11	0.139164173
NEUROG2	0.085782572
NSFL1C	0.076003729
ZSCAN4	0.047572859
GRP	0.071989549
GDAP1L1	0.058856982
ZDHHC13	-0.07671392
ARL4C	-0.117771152
AS3MT	-0.05141533
FAM9B	-0.114934431
CLDND2	0.089748969
QRFPR	-0.037487991
COL19A1	0.062384957
NAT8L	-0.088973318
CSRP1	0.051869535
INTS5	-0.095787227
CHGA	0.056910899
HOXC10	0.086400831
POF1B	-0.090388301
PRR21	-0.105740103
MAPK3	-0.062903458
RPL7	-0.047892935
HAVCR1	-0.084691333
GNRHR2	-0.123726784
LOC645202	-0.094474255
HNRNPU	-0.040429729
WDR74	0.042671097
ZNRF3	0.060462431
SERPINB10	-0.065097099
LOC100132111	0.171164341
AQP3	-0.085987859
ANP32C	0.095716134
PPP1R16B	0.096630044
C9orf170	0.072221634
SHOX	0.123185943
CLU	0.146576123
NUDT3	-0.052373605
CSF2RB	-0.077189769
CENPJ	-0.066373417
C3orf35	0.113286265
ATXN8	0.091516255
FABP1	0.057067725
TGIF2	-0.134626609
NPTX1	-0.054832363
OR9Q1	0.136813761
LTF	0.146449184
PTDSS2	-0.051885855
TNIP2	0.103440727
UPF2	0.064219596
PSMD7	-0.04276738
DBR1	-0.068395705
IFI16	-0.060344836
LOC727721	0.098608106
HTR1D	-0.061862393
HILPDA	0.06910484
PXT1	0.072271322
LOC285766	0.056395761
ADIPOR1	-0.051375852
KIAA1755	0.081232828
KCNJ1	-0.073758051
PLXNA4	-0.139287648
PREX2	-0.132782084
ANKRD24	0.080810117
ACTR8	0.087541101
SOX12	-0.0531791
OR52N1	0.093072633
MON2	-0.089391382
FLJ16124	0.08262056
LOC339535	-0.101041647
TTC30B	-0.07788957
GIMAP7	0.085581398
SLC7A8	-0.092197753
PCDHGA2	0.106217827
LOC340113	-0.050020259
HSD17B8	0.048749787
SLC25A42	-0.12584574
TAF5	0.082609756
GTSF1	-0.114758907
CHRD	0.126028999
GUCA1B	0.12911528
OR2B6	0.09464869
RNF208	0.081195959
RFX6	0.072813799
CA3	0.069304516
NAPB	-0.058033462
ACSBG1	-0.121321212
SCARNA6	0.116947577
ADAMDEC1	-0.118242484
IL9R	-0.090686412
ITGA8	0.066952993
C1orf96	0.069575196
FAM167B	-0.123812138
SBDS	-0.074296156
TMEM57	0.049350934
RALY	0.050705955
SNAP25	-0.100272762
MED20	-0.057283197
MCAM	0.122554864
C21orf96	-0.114342671
NAP1L2	-0.05401688
FLJ40606	0.102549416
DSG1	0.075481262
C17orf107	0.108543657
PCDHB7	0.049262781
POLR2F	0.038700761
RGS17	-0.033701748
RHOG	-0.057624961
SNX20	-0.067232564
DBH	0.058926997
GDF5	-0.080273801
NSMCE2	-0.043511569
BANF2	0.05473389
C9orf4	0.043948185
BEND3	-0.093980953
ZNRF4	0.082375581
DIAPH2	-0.094736059
SNORA70B	-0.115283187
LOC84989	-0.111041568
TMEM74	0.089010815
AMTN	-0.063419442
BATF	0.089231713
C7orf57	-0.073238031
ABCA13	-0.133086168
ANG	-0.071631959
SLC17A6	-0.07571739
LOC254312	0.075791181
ANKRD12	-0.078108005
SLC6A9	-0.136391065
LOC146481	0.063878109
BTBD8	-0.093553202
LOC401134	0.0427303
PHF5A	-0.050285207
COL8A2	-0.061154643
HDLBP	0.044341709
PROK1	0.067484287
RANGAP1	0.035061963
KCNA4	0.062513598
ATG16L1	0.058873265
RNPC3	0.065217897
C5orf45	-0.050798626
LOC144742	0.085822017
ELL2	0.05921381
LOC387720	0.061732034
CCT2	0.046774419
TRIM64	0.025759622
AMOT	-0.109334244
GABBR1	0.11042623
SULT2B1	-0.078909987
OR5P2	-0.101107951
CCDC23	-0.057353977
ANKRD20A2	-0.097185173
SARNP	0.042861846
TMIGD2	0.093535448
PDZD3	0.093190672
SLC20A2	-0.055764323
SLC36A3	-0.05529779
BSPH1	0.099829303
CLCA1	0.148759638
LOC143188	-0.088939297
RABAC1	0.037812052
ZFY	-0.143259923
UFD1L	-0.03682543
TINAG	-0.088559351
CHRNA9	-0.059020839
FAM135A	-0.103003091
ADAMTS14	-0.084386736
OR5AN1	0.059942908
DEFB124	0.083045824
FLVCR2	-0.059537493
DGCR8	-0.069540146
CCDC155	-0.08272815
GYG2	-0.115395249
TSPAN17	0.065762211
ZNF684	-0.070595643
PGBD2	0.055463129
CTTN	-0.134968481
ZNF804A	-0.111701708
FAM27E3	0.116377513
DDA1	0.056083341
C11orf52	0.123474354
FHOD3	0.078036619
BDKRB2	0.100316324
RAB2A	-0.032626686
MRPL46	0.042397602
CD300LF	-0.052349426
METTL2B	0.060650238
DSCAML1	-0.068574327
AAMP	-0.051230937
RPL9	-0.048748411
NADSYN1	-0.035984697
RTKN2	-0.096643869
LOC731424	0.085819753
LMBR1	-0.069053999
DDX54	-0.03512788
WDR63	-0.124117603
PCDHGA8	0.085724587
CCK	0.102506741
FLJ32742	0.064517522
GAFA2	0.078155264
C10orf95	-0.088649651
MFAP2	0.078458513
LOC286087	-0.091118608
EBF2	0.065716805
MAMDC4	0.096744462
CAPG	0.046951065
LOC202181	-0.084898292
PLEKHM2	-0.07328516
OR4K15	-0.100475399
INPP4A	-0.093821814
PDE2A	0.097283618
CCDC147	0.135171494
C18orf23	0.097496248
EIF1AD	-0.040490195
PAX2	-0.07865546
SAMD7	0.044740318
KCNS3	0.10924852
LOC400128	0.10579053
ISOC2	0.060538142
FAM26F	0.097046805
HELB	-0.089704032
GSPT2	-0.054425655
SETBP1	-0.144585193
GSDMC	0.055994718
CAPN9	-0.128155589
XRCC2	-0.088943757
AP1G1	-0.048449262
PHIP	-0.066705055
PSORS1C2	0.098824722
CTNNB1	0.050826645
RPL27A	0.094007977
HEPACAM	-0.100528233
EIF5	0.095850187
LOC441455	-0.066623481
LIMD2	0.108868772
KLF6	0.055362178
IL7R	-0.077484282
PUM2	0.091955181
ANGPTL3	-0.057178927
CYP2B6	0.112199549
ADAMTS15	0.076811347
FAM155A	0.048063826
RPP30	-0.090107496
ARID1B	-0.049492791
GARNL3	0.072594442
SESN1	0.068382833
NPHP3	0.07404468
RNF128	0.061841443
OR2M5	-0.030871523
GC	-0.073395879
EML6	0.057706184
COMMD7	0.05403452
LOC100129055	0.035503935
FLJ42709	-0.082493077
PRKDC	-0.066354676
TNNI1	0.080164614
PCBD1	0.042742848
LGALS16	-0.077513852
NR0B1	-0.070449095
PAEP	0.087364886
LOC100131864	0.118374578
ARHGAP11B	0.105629018
LOC338579	-0.075722127
PRAMEF22	-0.065786955
SPHKAP	0.083794132
SLC7A4	-0.078062309
GSTO2	0.106442714
GNA12	0.039046766
LTK	0.073951424
GDNF	0.068130093
PIGA	-0.07313624
FANCC	-0.058828897
LYRM2	0.047854116
KIF24	-0.074510177
SPAG6	-0.104934024
BRD7P3	-0.070274558
TTC4	-0.08179859
MRPL24	0.039803056
LOC100129413	0.069154538
LOC646808	0.048478394
CNKSR1	-0.105498482
WDR82	-0.049519125
PNPT1	-0.048860319
PABPC4	-0.045064409
SLC44A3	0.077883299
SAMHD1	-0.057537524
SDCCAG8	0.049856399
SRRM4	0.052685658
RBM18	0.045084843
GRIN3A	-0.111368091
TMEM106A	-0.081760581
TMEM218	-0.038891944
SLPI	0.169086866
ZFX	-0.101857884
MR1	-0.039208455
OR2A2	0.107960632
LOC100288615	0.062465997
CRCT1	0.107606199
APITD1	0.072024183
RNASEH2B	-0.047205986
GAS2L3	-0.069960168
LOC100270680	0.093215727
FYTTD1	0.047933118
LOC219731	0.104985891
LOC100130015	0.081882253
REG3G	0.058501036
GNRH2	0.098344918
PPIA	-0.042543876
GALNT13	0.063226947
PIK3CB	-0.066261026
MRPL38	0.06302072
FGF9	0.080456075
MYSM1	-0.111168952
FAM133A	-0.036288872
OLAH	0.151831415
LOC728868	0.097472691
ZNF584	-0.04343112
TCTEX1D1	0.072074672
SNX12	-0.038877648
CXorf21	-0.052298809
PCDHGA9	0.091007607
WDFY2	-0.059752128
MORN3	0.08401854
NUDT14	0.061744426
HPGDS	-0.079795365
AKR1D1	-0.085085431
LRP6	0.108091709
PDK3	-0.056621477
PRPF40A	-0.062811773
AGFG1	0.054396576
ELTD1	0.099661353
ZNF219	-0.068120716
OR51F1	0.085537171
OMG	-0.048563884
DUSP27	0.157598353
TRIM39-RPP21	-0.029379414
NAGK	-0.048920016
ZNF221	0.11898892
CPA4	-0.075484165
DGCR11	-0.077296773
TFB1M	-0.04085338
GLT25D1	0.052436683
SBNO2	-0.084432269
LOC100129461	-0.095022938
MRPL47	-0.045463387
ZBTB2	-0.099839565
MAP2K3	-0.040141448
SMCHD1	0.096674287
ESX1	0.107444683
LOC653581	0.120251824
LOC100130701	0.125330705
SPANXA1	0.076211874
DNAJC30	-0.044826397
C20orf24	-0.043896806
HEY2	0.073132953
FOXP2	-0.085536772
SHKBP1	-0.077665549
CAPNS1	-0.045714342
LRFN4	-0.042296408
SEZ6	0.076171254
TLX1NB	0.070083253
MFSD1	-0.044923981
PSMB5	0.033170835
PLCD3	0.05858332
VWA3A	0.116633045
MAN1C1	-0.047247746
DGKI	0.049610524
PLEKHA8	-0.057387831
C15orf23	0.047842577
EPAG	0.079453829
OR52K1	0.052915395
TTC23L	0.097082456
LOC730227	-0.090153964
TRMT12	0.050258782
ADIPOQ	-0.055231419
MOBP	0.105875724
TBC1D8B	-0.077392858
SMPD2	0.086040813
CLK1	-0.059146072
SLC25A33	0.048993122
CDH5	-0.077245968
C8orf82	-0.033224445
STXBP1	-0.106122218
TMEM14B	-0.042054123
C9orf46	-0.043733209
LOC283585	-0.09615066
C12orf42	0.082926146
CSAG3	0.077745945
LDHAL6A	0.074708937
LOC388780	-0.149871731
CDRT7	0.084268682
LOC388882	0.064098707
KDM1B	-0.079265416
WDR78	-0.129455665
SSX1	0.064224557
INSRR	-0.063406836
TTTY7	0.046412542
ZNF827	-0.061443029
LOC440335	-0.147245824
OR1A2	-0.065150536
H2AFY2	-0.09534304
UNC13D	0.057660477
SLC30A5	-0.044237455
SFTA1P	0.102870588
LOC100130419	-0.102211287
C2orf76	-0.061586713
CA11	-0.082389336
MEX3C	0.080100138
TCTEX1D4	-0.05809464
OR7C2	-0.096272591
FAM169A	-0.118460823
RERGL	-0.052252684
C11orf2	0.03959231
MDP1	-0.038749116
B3GNT4	0.048040384
DOHH	-0.062258122
CRIM1	0.084159715
GABPB2	0.044822072
LOC729187	-0.079303012
UHRF1BP1L	-0.056876949
NLRC4	0.040253215
LPAR1	0.07482273
ESRP2	0.074388603
DNAH17	-0.075361368
LOC286370	0.083456049
HERPUD2	-0.071814788
BVES	0.089493455
LRRC52	-0.086629727
FLJ45872	0.103005702
ABCC10	0.06795013
IARS	0.048286688
CD200	-0.128985151
C4orf40	0.085001533
SUPT6H	0.050121719
CHCHD3	0.035803276
TPCN2	0.043510833
TUBGCP2	-0.052036843
C6	0.09938843
LOC340107	0.045408319
ENG	-0.071536094
C20orf29	-0.049275466
PALMD	-0.085809143
GCK	0.077082035
GBA2	-0.07760534
CHTF18	0.047511027
BRSK2	0.099099301
TXNRD1	-0.064085082
SNX31	-0.066496312
FLJ37798	-0.073322104
CHORDC1	-0.05978127
NR2C2	-0.043075543
TMEM52	0.067229893
PEX11G	-0.073888218
HSP90B1	-0.05143876
CRIP3	0.12708664
C6orf201	0.118183561
KRTAP17-1	-0.058391738
FAM149A	0.108361318
MT1DP	0.099502124
ENPEP	0.087169843
FLJ45482	-0.103739494
TPP2	0.056965464
STOML3	-0.116622524
LOC100128593	0.097892573
ZMAT5	0.046422318
FAM105A	0.044377545
MTRR	-0.052795015
C14orf142	0.05874247
HNMT	-0.046910448
OTOR	0.08561312
RAP2C	-0.044988504
LOC283174	0.104430503
DCC	0.043871416
FAM74A4	-0.043969944
LOC729041	-0.08439386
C10orf76	-0.031236441
SCUBE1	0.081787763
OGFOD1	-0.040653636
CHRNB2	0.095987899
OGN	-0.064562766
CDC6	0.08707444
MEX3B	-0.086937387
GNAT2	-0.053825464
LILRB2	0.054865262
COLEC11	0.094725415
CSN3	-0.102848371
BCS1L	-0.049015339
UBL5	-0.03817379
TSHB	0.062627614
MNDA	-0.063862234
VSIG4	-0.070597332
MRS2P2	0.044638163
SLC30A8	0.068129688
OMP	0.087360594
LOC144486	0.068873156
TTTY19	-0.044904894
RPS6KL1	0.11716118
C3orf58	-0.06793447
SLC5A10	-0.100036988
FAM188A	-0.069563439
RCN3	0.092956134
PTPRG	0.073372911
SAMD5	0.061150834
PTPLAD1	-0.057977747
KIAA1549	0.078990793
ATP2A3	0.110052501
RASA1	-0.062586302
MAX	-0.033896705
LINGO2	0.060330674
AFMID	0.11167833
CNIH	-0.03806391
TMLHE	-0.043718132
LETM2	0.077442024
IGSF1	0.072619745
DCAF7	-0.042647385
MTFR1	0.076057018
MRPS28	0.032339697
BMP5	0.056525275
LOC780529	0.038104607
ELOVL6	-0.082787051
MMS19	0.057198019
KCNG4	0.079188901
C2orf18	-0.067675911
CHFR	0.037755802
RIT2	0.083952526
DUOX1	-0.120336311
LOC151174	0.06547898
ARHGAP29	0.06358592
KCNG3	0.097710275
DDX19B	-0.047654768
MRPL18	0.032081819
TJP3	-0.11607193
RASA2	-0.076293828
TAF1D	-0.059022344
NAP1L3	-0.055818504
ACBD6	0.036003084
ZNF467	0.098323978
LAMC3	0.086078386
FAM55B	0.073394736
HIVEP2	0.084797948
BAG3	-0.058264325
KCNA5	0.079853004
DFFA	-0.044413877
VWA5B1	-0.065108159
SLC6A20	0.069673498
GLUD2	0.040557549
KLK3	0.09202881
PNMAL2	0.09241438
LOC100134423	0.072015648
LAGE3	0.031098631
BCLAF1	0.074413477
CIB2	0.096987979
ZNF672	-0.029417497
CYP2W1	-0.056151339
IRF5	0.099679132
POU3F4	0.073581949
PROM1	-0.106339997
LOC606724	0.088759332
GPR45	0.103631915
TXNDC8	0.053270706
STAG1	-0.078928584
CXorf56	-0.088993782
ANKRD45	-0.06209586
EXOSC1	-0.033502416
PSMG2	-0.051968579
ATP2B4	0.060667131
PLLP	0.076733281
TAS2R40	0.073724752
ESR2	0.074697788
CPT1A	0.056523734
GABRA2	-0.063723898
PLIN1	-0.101731572
LOC642335	-0.087294356
ISG15	0.054150844
PCDHB19P	0.048978897
RAB3IP	-0.072045813
OR5AC2	0.066935327
